Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"I was able to get the phone I previously owned...with a keyboard and touch screen. It's the best phone and I love it. I still had to clean the device with my service provider, but it was well worth it.",6
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"I brought this phone as a replacement for my daughter, who is very hard on cell phones. I must say it was a great purchase. The phone work wonderful. Thank you",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,I love the phone. It does everything I need and works great. I purchased four of these phones through a seller that shipped from Amazon's warehouse. My only problem is that the phone didn't come with a micro sd card. I couldn't use the camera until I got the card. No problems getting these activated at Sprint.,1
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,3,"unfortunately Sprint could not activate the phone due to the blocking issue with the phone, the matter was handled very well and quickly. Very satisfied with the service.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,"The battery was old & had been over used because it barely holds a charge. Otherwise, no issues with the phone itself.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,"pros-beautiful screen,capable of running chrome,take good pictures,the keyboard is comfy,fits in my pocket and fit my hands,plays really good videos and gamescons-no Bluetooth,came late,run down fast really quick,doesnt play 1080p videos.but I would still recommend it to those who like to talk and text a lot like me and watch a lot of movies",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,I purchased this phone in December as a christmas present to my son. I called sprint to activate the phone only to find out the ESN wasn't clear. I was told to come into the store and upon research the phone wasn't clear. I reached out to this company to inform them that this ESN wasn't clean. I was told to send the phone back and they would send out another phone. I asked the representative to provide me with the ESN # so that I could call and make sure it was clear. I was told that they didn't have to phone available and was guaranteed it would be clear. I should've known something was wrong then. I received a second phone that turned out not have a clear ESN. The representative at Sprint informed me that the seller of these phones are aware the the ESN isn't clear. So once again I had to send another phone back. I asked for a refund for the phone and shipping since the sent me two phones that didn't have a clear ESN. I received my refund for the phone but have yet to see a refund for the shipping. I wouldn't suggest you buy anything from them.,19
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,Phone good just a little slow phone old but it's a great phone temporary right now. thank you for the great deal,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,Phone's speaker little low. Overall very happy with the phone. I would purchase another cell phone from Chubbietech. I am satisfied.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,the phone was great and in good condition. My Daughter is so happy the be a andriod user now !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,3,"the reasons for the 3 star rating was it was in my opinion better than my iphone 4s but it tends to randomly crash, and randomly power off but it is good for storage space, battery usage, and camera",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Phone works great. No problems at all,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,was not in good condition but does work good,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,"Just... not good. The phone has great screen resolution, storage is low, you need an SD card to do anything. May have a clear ESN but don't expect to use it with things like Freedompop.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"as described, fast ship!",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Perfect in every way.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,2,One of the phones have a bad charger port. I want to send it back,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Just got this phone and it is a great phone. It's easy to use.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,The phone was great but it had gotten old so it was time for a replacement.it was great while it lasted.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,This phone came in great condition! Great price and it brings back great memories of owning this phone!,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Met all of my expectations. I can't complain at all. Great price!,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Phone is working on, I was planning to use it for whatsapp anyway. The oh problem, I can't change the idiom",0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excellent product in perfect condition,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excellent,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,2,I like these phone I bought it for my mom and she loves it,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,2,It came with arabian keyboard :(,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,3,"I love the phone, but one problem and one problem only............once the mic goes that's it. No more mic. But it can take a beating.",0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,I love it!,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Very practical and user-friendly phone. I am very satisfied with it.,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Sharp and classy phone,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,very good,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,100% gooddd!,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Shipped quickly and was exactly what I expected!,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,Works wonderful for the price!,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Bought this as an alternative to a smart phone and data plan. I use it with Go-Phone on a pay-as-you-go plan. The phone functions are great. The radio and music players are very good sound quality. The smart phone type features are easier and faster to use than any smart phone I have used. There are some software glitches that are documented on the Nokia support site which proved easily fixed. Even though many of the Nokia based features are no longer supported by Microsoft, you can still use the features needed by accessing the web directly via WIFI connection - or data if you want to pay for the privilege - and launching the site/application from there. Although the new Nokia browser is pretty Spartan in appearance, it is fast and runs with good stability. I am a very big guy with lands large even for my size and I find the full qwerty keyboard to be pretty easy to use. I like the programmable hot keys and on-screen shortcuts. Keeps you from launching items that require data connections by accident. The back lighting is thorough and even and the raised buttons are tactile with a positive click response. The phone does have a few quirks. There is no airplane mode as far as I can tell. The flight profile doesn't seem to be able to be set with the broadcasting and receiving functions turned off. The main navigation button/mouse is a little small and doesn't always respond as expected - that might be me though. All in all I would recommend this phone and vendor highly if you want the features of a smart phone but you don't need GPS or a big data bill every month for a bunch of things you don't need or want to keep you life running smoothly.",1
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,muy buen producto,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,2,"This phone is trapped in 2001, if you want a simple phone get an old school flip phone. If you want something also for work get a blackberry or somthing new. This isn't even in the middle of those two, it's in another dimension. Nothing but frustration with this phone.",0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Excellent,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,A friend mentioned this phone to me and it worth what he said. Thanks a lot my friend.,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Used this unlocked GSM Nokia Asha 302 in the Philippines just recently (Jan-Feb 2015). Excellent, no problem with functionality. Bought a P40 SIM card at the airport & presto! It worked. I passed it on to my brother the instant I came back to the US. He will be visiting the Philippines soon. It was very easy to use. Having been used to smart phones w/ touch screen, I surprised myself when I worked w/ it easily not having read the instructions to operate it. I'll buy another one like this & definitely an upgraded version of this Nokia unlocked GSM phone.",1
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Excellent phone for my youngest son, with walk in reasonable options, and quality first",0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,solid phone,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Good choice,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,"perfect, practical, easy to handle, good resolution, well packed",0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excellent product !!....all right....i recommend....,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,Excelente,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Nokia is the brand that can be used in telephone, good price, excellent team, was a gift to my daughter and she liked it, easy to use and very affordable price, I recommend it.",1
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,"First off, let me say I've been a Nokia user since I had my first cell phone at age 16, ten years ago. Of course there was that one year where I ventured off into Samsung land but that phone died and back to Nokia I went. But I've always enjoyed Nokia phones.Second, I've been looking for a QWERTY phone with internet/video/mp3 playing capabilities and the Asha 302 fits it. It is a strong build, as I have dropped it numerous times and the phone is still intact. I like the keyboard as I am not a fan of touchscreens at all (which is why I didn't get the Asha 303). As far as sound I think it depends on your headphones. I had earbuds that produced a loudness of 93 decibels which made the listening experience mediocre but then I bought buds with a 110 db loudness and the sound is much better. Nokia Xpress is a bit sucky but I downloaded an Opera browser for the phone and it works slightly better so internet experience is pretty easy. I won't get into video games and SNS because I don't even do that on my PC so I don't have a reason to use it on my phone.My only wish is that the 302 had a built in antenna so I could listen to re radio without RDS earbuds. Other than that, it's a really great phone and for those who want to move up into Blackberrys but don't want to pay so much the Nokia Asha 302 is a great phone to start with.EDIT (October 3, 2013): I found aÂ Gino 25cm 4 Section Telescoping Stainless Steel AM FM Radio Antenna 3.5mm PlugÂ to use for playing the radio through the speaker. So now I'm really enjoying the phone for when I'm sitting outside with friends or at my desk.",12
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTYDependableTraditional Nokia Menu'sNot Complicated like 'Smart Phones'DurableEasy to use on Straighttalk, Internet, WiFi, Bluetooth.",13
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"This is a solidly-built unlocked phone that is an update to the popular Nokia C3. It runs the S40 software which has its goods and bads. It has good reception and nice audio. The 3g supports 850 and 1900 bands (AT&T and T-mobile when it's hspa is refarmed from 1700/2100 to the 1900 pcs band.) + the 2100 band.The keyboard is pretty good, not as firm as other Nokia qwerty phones (e.g. E5), but comparable to the C3 keyboard. The one that I have is obviously for the world market, since it has some added European chars and symbols on the keypad. Wi-fi works fine, and Opera Mini installed and runs without problems - good way to go for a bit of web-surfing. I did not tried any of the e-mail or social clients. Text messaging can be set to 'normal' in-box or conversation modes. OVI store app does not seem to work that well. There are a couple of features that I found appealing: ability to backup the phone memory to the sd card; ability to lock the keypad with a passcode either manually or automatically after a set time. The battery is fairly good sized (BL-5J). The 'function' keys and the d-pad keys can all be re-assigned to user defined short-cuts. My opinion: it is a worthy update (3g) to the C3, not quite in the same league as the more expensive E5 which has the multi-tasking S60 software. For the price of around $110, it is an unlocked feature (gsm/3g) phone well worth considering, as long as one knows that one is getting a non-smart phone and that apps for S40 is very limited.",17
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,1,"Hola, compramos dos telÃ©fonos y vienieron totalente diferentes, uno vino con la baterÃ­a daÃ±ada, se descarga de inmediato. El otro telÃ©fono vino sin la tarjeta de memoria y los teclados y cargadores son muy distintos.Mi TÃ­a y yo nos sentimos engaÃ±adas y defraudadas :(",2
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,"THIS CELLPHONE IS VERY EASY FOR USING, IT HAS COMPLETE APPS FOR THE MOST IMPORTANT CONTACT WITH OTHER PEOPLE, MOST OF THEM ARE INCORPORATED AND I JUST HAD TO USE IT WITH WI FI CONNECTION, I AM SATISFIED WITH THIS PURCHASED IT IS A SIMPLE PHONE BUT COMPLETE AND IT IS THE MOST IMPORTANT...",4
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,5,GRACIAS ME LLEGO EL PROCTO QUE COMPRE Y LLEVO EN EL MOMENTO INDICADO Y EN UN BUEN ENVALAJE LO RECOMIENDO SASTIFACTORIAMENTE..,0
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,Freezes alot. But i bought primarily for playing back my music instead of my BB. Its a great phone for SMS and rings really loud. The body is strong and neat,1
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299,4,"The keys are a little hard to hit, and I didn't expect a Spanish keyboard. But overall, a very good phone.",0
